0.0, 2.5
0.0, 2.9
0.0, 3.0
0.0, 3.0
0.0, 3.2
0.0, 3.2
0.0, 3.3
0.0, 3.4
0.0, 3.5
2.8, 3.5
2.8, 3.6
2.8, 3.7
2.8, 3.8
2.8, 3.8
2.8, 3.9
2.8, 4.0
2.8, 4.1
2.8, 4.3
2.8, 4.3
11.2, 4.4
11.2, 4.5
11.2, 4.6
11.2, 4.7
11.2, 4.8
11.2, 4.9
11.2, 4.9
11.2, 5.0
11.2, 5.1
11.2, 5.2
12.5, 5.2
12.5, 5.3
12.5, 5.4
12.5, 5.4
12.5, 5.6
12.5, 5.6
12.5, 5.7
12.5, 5.8
12.5, 5.9
12.5, 6.0
12.5, 6.0
12.5, 6.1
12.5, 6.2
12.5, 6.3
12.5, 6.3
12.5, 6.4
12.5, 6.5
12.5, 6.6
12.5, 6.6
12.5, 6.7
13.1, 6.8
13.1, 7.0
13.1, 7.0
13.1, 7.1
13.1, 7.2
13.1, 7.3
13.1, 7.4
13.1, 7.4
13.1, 7.5
13.1, 7.6
11.6, 7.7
11.6, 7.8
11.6, 7.8
11.6, 7.9
11.6, 8.0
11.6, 8.1
11.6, 8.1
11.6, 8.2
11.6, 8.3
11.6, 8.4
12.5, 8.5
12.5, 8.5
12.5, 8.6
12.5, 8.7
12.5, 8.8
12.5, 8.9
12.5, 8.9
12.5, 9.0
12.5, 9.1
12.5, 9.1
13.4, 9.2
13.4, 9.3
13.4, 9.4
13.4, 9.4
13.4, 9.6
13.4, 9.7
13.4, 9.8
13.4, 9.8
13.4, 9.9
13.4, 10.0
11.3, 10.1
11.3, 10.2
11.3, 10.2
11.3, 10.3
11.3, 10.4
11.3, 10.5
11.3, 10.5
11.3, 10.6
11.3, 10.7
11.3, 10.8
12.9, 10.9
12.9, 11.0
12.9, 11.0
12.9, 11.1
12.9, 11.2
12.9, 11.3
12.9, 11.3
12.9, 11.4
12.9, 11.5
12.9, 11.5
13.2, 11.6
13.2, 11.7
13.2, 11.8
13.2, 11.9
13.2, 11.9
13.2, 12.0
13.2, 12.1
13.2, 12.3
13.2, 12.4
13.2, 12.5
10.9, 12.5
10.9, 12.6
10.9, 12.7
10.9, 12.8
10.9, 12.8
10.9, 12.9
10.9, 13.0
10.9, 13.1
