aX,aY,aZ,gX,gY,gZ
0.151,0.166,-0.803,287.170,-31.677,-13.245
0.083,0.156,-1.018,268.799,-28.809,-16.602
0.029,0.086,-1.219,246.826,-31.860,-17.578
-0.004,0.011,-1.367,222.229,-42.175,-14.832
-0.012,-0.009,-1.463,195.984,-54.260,-14.282
-0.021,-0.027,-1.541,170.532,-61.218,-13.550
0.048,-0.083,-1.600,146.790,-60.303,-6.531
0.106,-0.163,-1.620,125.488,-55.542,1.526
0.125,-0.232,-1.591,103.271,-44.250,7.019
0.125,-0.273,-1.511,80.627,-30.518,9.705
0.128,-0.334,-1.406,61.462,-19.897,13.000
0.143,-0.411,-1.317,45.776,-11.475,15.991
0.120,-0.472,-1.230,32.043,-8.850,17.395
0.107,-0.538,-1.134,20.203,-11.169,15.381
0.102,-0.612,-1.042,12.146,-15.625,13.428
0.093,-0.690,-0.989,6.653,-16.479,12.634
0.057,-0.711,-0.932,0.793,-12.512,10.620
0.044,-0.758,-0.867,-5.554,-7.446,10.620
0.023,-0.794,-0.793,-12.207,-2.441,13.733
0.012,-0.835,-0.702,-20.142,2.441,16.174
0.021,-0.858,-0.611,-26.672,4.395,17.578
0.031,-0.883,-0.551,-29.358,1.404,16.907
0.037,-0.920,-0.484,-29.785,-4.761,12.878
0.026,-0.938,-0.425,-28.381,-11.108,7.141
-0.008,-0.951,-0.394,-24.109,-12.695,3.601
-0.023,-0.963,-0.383,-18.921,-9.583,3.296
-0.038,-0.966,-0.360,-15.259,-4.211,5.493
-0.046,-0.987,-0.359,-14.282,3.357,7.751
-0.048,-0.993,-0.355,-13.855,7.080,10.132
-0.036,-1.002,-0.339,-14.404,5.066,9.766
-0.031,-1.007,-0.310,-14.160,1.038,7.324
-0.024,-1.020,-0.307,-10.681,-0.977,4.395
-0.033,-1.005,-0.322,-5.371,-1.709,1.587
-0.038,-1.001,-0.339,-1.709,-1.160,0.000
-0.032,-0.990,-0.340,0.244,0.488,-0.549
-0.023,-0.986,-0.346,1.892,3.418,-0.977
-0.058,-0.969,-0.342,2.441,5.859,-0.122
-0.066,-0.960,-0.354,1.587,5.005,0.977
-0.062,-0.966,-0.377,2.319,3.296,4.761
-0.053,-0.962,-0.386,0.977,1.892,4.333
-0.049,-0.980,-0.383,0.061,0.183,3.296
-0.029,-0.985,-0.390,1.038,0.488,2.686
-0.009,-0.984,-0.398,3.113,1.831,1.831
-0.011,-0.959,-0.409,4.883,3.601,0.488
-0.013,-0.957,-0.425,5.859,4.333,-0.427
0.001,-0.954,-0.432,5.615,2.014,-1.221
0.010,-0.948,-0.437,5.371,0.488,-2.686
0.001,-0.924,-0.445,4.944,0.793,-4.456
-0.017,-0.921,-0.464,4.700,1.587,-4.578
-0.027,-0.922,-0.463,3.418,1.587,-3.418
-0.043,-0.923,-0.446,1.465,1.526,-2.502
-0.045,-0.936,-0.444,0.427,2.747,-1.404
-0.053,-0.939,-0.445,0.671,3.357,-0.183
-0.058,-0.937,-0.460,1.099,3.662,0.488
-0.059,-0.931,-0.460,0.183,3.357,1.038
-0.074,-0.929,-0.453,-1.343,2.136,1.404
-0.055,-0.943,-0.437,-2.991,1.526,2.136
-0.046,-0.961,-0.404,-3.235,0.793,2.075
-0.033,-0.976,-0.393,-1.770,1.526,0.977
-0.029,-0.964,-0.403,0.305,1.648,-0.916
-0.036,-0.956,-0.423,2.258,0.244,-3.357
-0.041,-0.947,-0.431,2.808,-0.916,-5.920
-0.063,-0.947,-0.425,2.747,0.366,-6.165
-0.055,-0.944,-0.433,2.686,4.822,-3.967
-0.039,-0.936,-0.440,1.831,7.751,-1.831
-0.043,-0.928,-0.439,0.000,6.470,-1.709
-0.061,-0.929,-0.425,-1.892,2.686,-2.197
-0.065,-0.940,-0.417,-2.869,-1.282,-1.953
-0.060,-0.947,-0.413,-2.625,-2.991,-0.610
-0.052,-0.953,-0.413,-1.465,-1.465,0.732
-0.054,-0.956,-0.414,0.000,0.854,1.343
-0.064,-0.938,-0.429,0.977,2.991,1.404
-0.065,-0.944,-0.437,1.343,2.197,2.380
-0.059,-0.949,-0.432,0.305,0.427,3.235
-0.050,-0.955,-0.433,-0.549,-0.305,3.113
-0.046,-0.947,-0.428,-1.099,-1.099,2.075
-0.057,-0.943,-0.426,-1.892,-1.587,0.977
-0.051,-0.936,-0.428,-2.258,-1.892,0.732
-0.062,-0.926,-0.428,-2.014,-2.808,0.732
-0.063,-0.930,-0.421,-2.991,-2.930,0.488
-0.055,-0.945,-0.408,-3.418,-2.686,0.488
-0.047,-0.952,-0.405,-2.258,-2.197,0.977
-0.038,-0.959,-0.406,-0.671,-1.465,0.793
-0.039,-0.966,-0.412,0.549,-1.099,0.244
-0.036,-0.965,-0.418,1.038,-1.160,-0.793
-0.045,-0.955,-0.429,1.221,-1.526,-1.587
-0.052,-0.940,-0.432,0.549,-1.770,-1.587
-0.058,-0.946,-0.429,-0.183,-1.892,-1.221
-0.064,-0.947,-0.424,-0.671,-1.831,-0.488
-0.062,-0.944,-0.419,-0.916,-0.305,0.183
-0.054,-0.938,-0.417,-0.793,1.709,0.610
-0.054,-0.941,-0.413,-0.732,2.136,0.549
-0.040,-0.954,-0.412,-0.671,0.916,0.488
-0.031,-0.954,-0.414,-0.610,-0.916,-0.244
-0.044,-0.943,-0.416,-0.549,-2.869,-1.648

0.196,-1.075,1.813,54.932,-1.282,-14.465
0.241,-1.217,2.194,70.740,2.991,-14.954
0.327,-1.344,2.556,94.421,4.456,-20.630
0.378,-1.435,2.765,126.038,-3.113,-37.903
0.451,-1.489,2.838,164.062,-21.423,-61.584
0.421,-1.426,2.801,200.378,-54.565,-89.417
0.386,-1.322,2.707,232.056,-89.111,-117.676
0.392,-1.219,2.489,260.681,-107.361,-133.606
0.333,-0.977,2.230,285.522,-112.122,-137.878
0.277,-0.689,1.956,309.509,-104.309,-136.902
0.089,-0.379,1.579,333.069,-86.426,-132.263
-0.046,-0.054,1.263,343.079,-76.538,-123.230
-0.058,0.144,1.061,343.567,-82.642,-111.816
-0.068,0.286,0.811,345.032,-88.867,-104.492
-0.062,0.410,0.623,337.585,-94.055,-103.943
-0.051,0.476,0.450,330.505,-95.459,-101.135
-0.093,0.519,0.186,329.224,-87.036,-91.187
-0.135,0.556,-0.073,324.280,-74.646,-72.754
-0.234,0.574,-0.333,310.547,-60.120,-50.537
-0.263,0.498,-0.520,286.743,-47.058,-28.137
-0.239,0.362,-0.673,260.803,-36.133,-10.071
-0.238,0.245,-0.837,236.267,-26.428,-0.610
-0.248,0.142,-0.911,209.229,-21.179,2.136
-0.291,0.072,-1.004,184.998,-16.113,7.874
-0.309,-0.018,-1.086,166.138,-9.521,15.076
-0.372,-0.082,-1.163,148.621,-6.470,20.447
-0.373,-0.192,-1.207,129.456,-8.057,27.100
-0.355,-0.302,-1.174,106.873,-13.977,28.870
-0.309,-0.393,-1.115,87.463,-21.240,26.794
-0.262,-0.431,-1.042,74.097,-24.841,24.658
-0.200,-0.476,-0.996,68.909,-21.118,24.963
-0.133,-0.519,-0.974,66.833,-10.986,26.123
-0.102,-0.524,-0.968,61.462,-4.822,24.048
-0.076,-0.556,-0.937,51.453,-7.324,19.958
-0.073,-0.589,-0.886,40.039,-14.404,12.634
-0.115,-0.635,-0.850,30.945,-19.653,5.554
-0.145,-0.681,-0.799,23.560,-20.447,0.793
-0.169,-0.706,-0.765,18.677,-17.334,-0.977
-0.200,-0.734,-0.746,16.541,-11.597,-0.488
-0.209,-0.753,-0.730,13.733,-7.629,0.427
-0.237,-0.763,-0.713,10.254,-7.629,2.136
-0.250,-0.769,-0.681,3.235,-8.606,7.751
-0.216,-0.795,-0.657,-3.357,-9.399,14.526
-0.176,-0.825,-0.607,-10.010,-12.817,18.372
-0.131,-0.865,-0.528,-14.160,-14.282,18.250
-0.107,-0.900,-0.485,-13.733,-12.939,14.648
-0.091,-0.915,-0.459,-9.888,-11.536,9.216
-0.071,-0.928,-0.460,-4.211,-9.521,2.075
-0.124,-0.899,-0.452,-0.977,-7.935,-1.099
-0.175,-0.904,-0.485,-0.488,0.000,0.122
-0.174,-0.904,-0.467,-6.226,-1.343,-0.916
-0.215,-0.934,-0.423,-11.719,-9.216,-3.540
-0.238,-0.950,-0.380,-14.709,-12.024,-3.723
-0.263,-0.951,-0.348,-13.794,-10.437,-2.747
-0.286,-0.941,-0.342,-8.728,-3.601,1.587
-0.282,-0.935,-0.358,-4.456,5.066,6.226
-0.286,-0.927,-0.352,-2.991,9.399,9.033
-0.280,-0.943,-0.330,-3.601,9.216,9.705
-0.264,-0.959,-0.293,-3.845,5.676,7.629
-0.258,-0.978,-0.285,-1.709,0.183,4.700
-0.259,-0.965,-0.315,1.282,-4.517,2.258
-0.289,-0.944,-0.353,2.136,-8.789,1.282
-0.272,-0.954,-0.359,0.671,-12.756,2.502
-0.245,-0.962,-0.360,-0.122,-13.672,4.456
-0.238,-0.958,-0.357,0.671,-10.315,5.371
-0.227,-0.949,-0.376,3.174,-4.517,6.775
-0.222,-0.927,-0.402,4.761,-1.282,7.263
-0.212,-0.911,-0.405,4.089,-0.549,7.629
-0.209,-0.912,-0.410,3.052,-0.977,6.897
-0.182,-0.922,-0.409,2.319,-1.587,7.507
-0.158,-0.929,-0.402,1.953,-1.709,7.629
-0.143,-0.929,-0.405,1.709,-1.709,6.531
-0.136,-0.936,-0.419,0.854,-4.517,5.066
-0.141,-0.943,-0.419,-0.244,-9.705,2.747
-0.147,-0.950,-0.416,-2.075,-12.878,-0.183
-0.169,-0.946,-0.408,-2.441,-13.611,-2.258
-0.196,-0.941,-0.407,-1.587,-10.376,-2.808
-0.198,-0.942,-0.429,-0.305,-3.845,-1.892
-0.195,-0.930,-0.442,-0.366,0.183,-0.427
-0.199,-0.920,-0.445,-2.441,2.319,0.671
-0.208,-0.917,-0.419,-6.836,0.671,1.038
-0.211,-0.935,-0.377,-11.353,-2.563,0.549
-0.220,-0.939,-0.341,-13.367,-5.066,0.488
-0.242,-0.935,-0.334,-11.902,-5.310,1.587
-0.249,-0.935,-0.349,-9.888,-3.113,5.493
-0.222,-0.938,-0.351,-8.850,-0.549,9.705
-0.197,-0.947,-0.351,-6.226,0.122,11.475
-0.185,-0.949,-0.352,-2.380,0.610,11.230
-0.182,-0.958,-0.360,-0.244,3.174,9.460
-0.166,-0.955,-0.374,1.038,3.845,7.751
-0.189,-0.950,-0.369,0.427,1.221,5.615
-0.208,-0.968,-0.347,-2.136,-1.770,4.150
-0.205,-0.983,-0.327,-3.540,-4.089,5.188
-0.196,-1.000,-0.307,-3.296,-3.906,6.348
-0.159,-1.001,-0.306,-1.099,-1.343,7.141
-0.136,-0.980,-0.339,2.502,-0.610,7.141
-0.119,-0.964,-0.377,4.700,-2.319,5.920
-0.107,-0.948,-0.391,4.639,-6.104,3.601
-0.116,-0.939,-0.412,4.395,-6.348,2.563
-0.116,-0.937,-0.425,4.272,-2.197,3.723
-0.112,-0.931,-0.437,4.211,3.113,4.944
-0.121,-0.932,-0.441,3.540,5.676,4.150
-0.122,-0.939,-0.438,2.441,4.944,3.052
-0.126,-0.941,-0.418,1.282,4.028,1.587
-0.140,-0.934,-0.405,0.793,6.897,0.854
-0.140,-0.940,-0.402,0.366,9.338,1.099
-0.155,-0.936,-0.386,-0.610,6.714,0.977
-0.171,-0.949,-0.356,-2.869,0.793,-0.366
-0.194,-0.960,-0.339,-3.418,-3.418,-0.916
-0.200,-0.961,-0.358,-2.380,-3.845,-0.061
-0.196,-0.959,-0.350,-1.953,-2.747,1.282
-0.189,-0.970,-0.344,-1.343,-0.366,2.563
-0.163,-0.974,-0.347,0.061,2.258,3.174
-0.162,-0.967,-0.349,1.526,3.479,1.953
-0.161,-0.960,-0.357,2.197,4.150,0.854
-0.161,-0.951,-0.371,2.014,2.991,0.366
-0.169,-0.950,-0.382,0.793,0.610,-0.488
-0.181,-0.950,-0.366,-1.282,-1.343,-1.282
-0.189,-0.958,-0.344,-2.563,-1.770,-2.136

0.307,-0.905,1.525,74.158,29.236,-27.405
0.154,-0.876,1.609,87.646,23.621,-52.124
-0.052,-0.909,1.755,90.210,10.864,-64.575
-0.092,-1.056,2.039,93.811,-3.845,-59.509
-0.079,-1.230,2.446,110.474,-6.348,-47.363
-0.026,-1.373,2.793,144.165,17.700,-33.997
0.064,-1.458,2.941,192.688,50.598,-23.621
0.144,-1.409,2.844,243.591,64.575,-23.193
0.274,-1.266,2.576,280.579,46.082,-39.429
0.320,-1.066,2.204,300.415,-1.038,-64.514
0.373,-0.896,1.879,304.199,-63.599,-91.125
0.424,-0.694,1.542,302.856,-112.610,-110.229
0.415,-0.404,1.187,301.392,-133.118,-119.080
0.383,-0.163,0.896,295.837,-136.353,-120.361
0.344,0.028,0.650,289.246,-130.432,-114.197
0.307,0.209,0.501,284.119,-118.591,-105.835
0.212,0.353,0.332,281.311,-103.821,-98.694
0.157,0.414,0.135,282.593,-88.989,-89.111
0.095,0.422,-0.007,280.579,-72.327,-81.360
-0.015,0.393,-0.171,272.522,-55.054,-71.960
-0.063,0.336,-0.266,257.202,-42.908,-55.237
-0.151,0.230,-0.404,240.173,-36.987,-34.302
-0.137,0.094,-0.580,225.952,-32.166,-16.724
-0.097,-0.008,-0.644,206.726,-33.142,-9.644
-0.129,-0.141,-0.721,187.195,-38.574,-9.888
-0.177,-0.204,-0.802,171.753,-46.631,-8.667
-0.279,-0.208,-0.951,156.860,-52.917,-4.456
-0.236,-0.259,-1.035,138.489,-56.396,7.080
-0.184,-0.344,-1.050,120.483,-55.969,17.456
-0.153,-0.393,-1.065,103.882,-48.157,20.081
-0.103,-0.444,-1.041,90.332,-36.438,22.400
-0.077,-0.487,-1.014,81.604,-25.696,21.790
-0.059,-0.547,-1.017,76.477,-16.479,20.691
-0.012,-0.565,-0.992,72.266,-12.146,18.250
-0.001,-0.571,-0.980,68.237,-13.306,11.475
-0.036,-0.598,-1.004,62.073,-16.296,1.221
-0.084,-0.578,-1.002,49.561,-23.621,-4.944
-0.135,-0.591,-0.990,35.156,-32.043,-6.348
-0.163,-0.646,-0.937,21.301,-35.339,-5.615
-0.161,-0.689,-0.854,10.254,-32.104,-3.540
-0.188,-0.708,-0.796,5.798,-26.245,-1.160
-0.221,-0.718,-0.764,3.357,-20.142,2.197
-0.229,-0.744,-0.744,0.793,-16.052,6.348
-0.216,-0.768,-0.711,-3.723,-15.625,9.888
-0.175,-0.797,-0.660,-8.484,-15.930,14.038
-0.146,-0.851,-0.587,-12.390,-15.076,16.724
-0.090,-0.904,-0.515,-14.343,-10.864,17.090
-0.059,-0.930,-0.480,-13.489,-8.057,14.221
-0.060,-0.934,-0.463,-11.963,-10.010,8.911
-0.069,-0.946,-0.436,-12.634,-13.306,4.272
-0.084,-0.963,-0.407,-13.733,-14.954,2.258
-0.087,-0.974,-0.380,-14.343,-12.146,2.197
-0.130,-0.950,-0.353,-14.771,-7.690,2.319
-0.181,-0.960,-0.329,-15.320,-4.089,5.371
-0.181,-0.985,-0.289,-16.479,-2.686,9.155
-0.160,-1.000,-0.274,-14.099,-2.014,13.367
-0.132,-1.008,-0.276,-9.338,-1.160,12.573
-0.104,-1.006,-0.294,-4.822,-0.671,8.179
-0.098,-1.000,-0.302,-1.282,-1.160,1.953
-0.131,-0.980,-0.299,-0.488,-1.709,-2.136
-0.152,-0.977,-0.313,-0.427,-2.441,-3.174
-0.148,-0.977,-0.319,-0.854,-4.150,-1.770
-0.155,-0.977,-0.317,-1.892,-5.493,-0.977
-0.167,-0.977,-0.318,-2.136,-4.089,0.305
-0.159,-0.978,-0.326,-1.831,-1.404,2.319
-0.139,-0.982,-0.321,-1.404,0.122,4.211
-0.127,-0.990,-0.311,-0.854,0.549,4.089
-0.119,-0.990,-0.311,-0.183,0.854,2.747
-0.150,-0.967,-0.307,0.183,0.549,0.977
-0.166,-0.969,-0.307,-0.549,-0.977,0.427
-0.160,-0.974,-0.305,-0.854,-4.333,0.916
-0.148,-0.981,-0.313,-0.793,-6.958,0.610
-0.140,-0.973,-0.329,-0.183,-7.385,-0.183
-0.160,-0.951,-0.331,0.610,-7.263,-0.488
-0.160,-0.961,-0.334,0.610,-5.493,1.465
-0.134,-0.972,-0.337,0.549,-3.418,4.761
-0.114,-0.982,-0.346,0.671,-2.441,5.737
-0.095,-0.987,-0.347,0.427,-2.808,4.272
-0.084,-0.992,-0.360,0.854,-4.333,1.648
-0.060,-0.979,-0.377,2.075,-4.883,-0.610
-0.052,-0.969,-0.402,2.991,-5.066,-3.784
-0.087,-0.928,-0.429,2.075,-5.920,-7.874
-0.119,-0.919,-0.422,-1.343,-7.874,-9.033
-0.126,-0.942,-0.384,-4.944,-7.996,-5.066
-0.113,-0.956,-0.363,-6.470,-2.441,-0.488
-0.106,-0.967,-0.352,-6.104,5.249,2.991
-0.099,-0.970,-0.349,-5.615,9.827,4.150
-0.087,-0.974,-0.341,-5.798,9.338,3.601
-0.068,-0.984,-0.332,-5.127,5.981,1.465
-0.068,-0.992,-0.337,-2.808,2.869,-1.892
-0.080,-0.976,-0.351,-1.526,2.686,-5.859
-0.119,-0.959,-0.364,-1.831,4.578,-7.996
-0.170,-0.952,-0.340,-3.845,4.639,-6.409
-0.194,-0.978,-0.309,-5.920,4.883,-2.319
-0.205,-0.987,-0.294,-6.165,5.432,0.916
-0.208,-0.994,-0.290,-6.653,5.737,2.136
-0.203,-0.994,-0.279,-7.446,5.127,2.625
-0.195,-0.987,-0.270,-7.263,3.479,2.808
-0.186,-0.989,-0.257,-6.287,1.648,2.258
-0.182,-0.979,-0.251,-4.272,0.549,1.160
-0.175,-0.987,-0.265,-1.526,-0.549,0.671
-0.157,-0.984,-0.283,-0.244,-1.709,0.122
-0.150,-0.985,-0.303,0.305,-3.174,-1.099
-0.160,-0.973,-0.320,0.183,-4.211,-2.319
-0.182,-0.961,-0.330,-0.427,-3.113,-2.991
-0.191,-0.960,-0.332,-0.793,-0.916,-1.526
-0.191,-0.959,-0.328,-1.160,0.366,0.366
-0.175,-0.967,-0.329,-1.343,0.366,1.831
-0.153,-0.971,-0.325,-2.319,-0.793,2.991
-0.130,-0.979,-0.318,-3.296,-2.197,2.930
-0.114,-0.979,-0.316,-3.174,-3.540,2.625
-0.106,-0.977,-0.327,-2.319,-4.333,1.587
-0.111,-0.964,-0.337,-1.831,-4.456,0.305
-0.120,-0.960,-0.351,-1.526,-4.700,-0.427
-0.125,-0.963,-0.352,-1.648,-4.028,0.610
-0.120,-0.971,-0.350,-2.502,-1.160,1.892
-0.116,-0.967,-0.346,-2.869,1.587,3.296
-0.125,-0.965,-0.354,-2.625,2.991,3.906
-0.129,-0.956,-0.367,-3.296,2.319,3.967

0.076,-1.007,1.630,58.044,-4.517,-10.132
0.044,-1.073,1.763,74.097,-3.906,-15.991
0.028,-1.169,1.920,95.459,-6.897,-22.522
-0.003,-1.274,2.058,119.385,-13.916,-29.663
-0.026,-1.343,2.257,142.700,-24.048,-34.729
-0.034,-1.353,2.361,171.448,-43.640,-40.771
-0.074,-1.271,2.350,202.454,-77.698,-49.011
-0.108,-1.171,2.238,229.492,-112.915,-58.105
-0.135,-1.062,2.064,253.601,-129.395,-58.594
-0.261,-0.950,1.959,266.663,-127.197,-49.255
-0.293,-0.936,1.920,274.597,-109.070,-30.640
-0.254,-0.859,1.955,290.039,-90.271,-12.695
-0.174,-0.630,1.801,318.176,-73.486,-1.709
-0.058,-0.346,1.419,346.924,-61.646,4.089
0.044,-0.080,1.012,359.741,-60.791,3.845
0.182,0.071,0.672,358.398,-59.143,2.502
0.287,0.173,0.361,350.464,-52.307,2.014
0.318,0.230,0.181,332.031,-40.710,-4.517
0.300,0.246,0.023,313.354,-29.602,-17.334
0.224,0.286,-0.109,297.546,-19.226,-29.724
0.145,0.339,-0.209,282.288,-15.747,-37.598
0.056,0.349,-0.399,272.522,-15.869,-38.147
0.002,0.268,-0.625,261.719,-16.479,-33.142
-0.080,0.136,-0.837,246.216,-12.146,-24.597
-0.109,0.065,-0.957,222.351,-2.319,-14.709
-0.106,-0.023,-1.039,197.876,6.897,-9.033
-0.146,-0.073,-1.125,176.270,12.451,-3.479
-0.139,-0.125,-1.189,153.809,8.484,-0.183
-0.152,-0.149,-1.277,133.362,-4.700,-1.953
-0.138,-0.177,-1.300,112.122,-20.813,-6.531
-0.114,-0.229,-1.277,92.163,-30.762,-11.230
-0.085,-0.248,-1.305,76.172,-28.259,-8.179
-0.064,-0.251,-1.301,61.646,-21.606,-1.099
-0.014,-0.305,-1.231,47.913,-14.648,4.211
0.022,-0.381,-1.181,37.170,-11.475,4.822
-0.009,-0.422,-1.166,28.198,-11.597,1.770
-0.032,-0.478,-1.142,16.174,-15.015,-2.625
-0.056,-0.545,-1.059,3.662,-20.264,-5.188
-0.091,-0.613,-0.986,-5.127,-18.921,-5.310
-0.107,-0.682,-0.903,-13.245,-11.536,-1.526
-0.101,-0.740,-0.804,-19.104,-4.700,3.479
-0.102,-0.779,-0.713,-22.583,-1.953,4.883
-0.140,-0.822,-0.621,-25.391,-4.700,2.625
-0.165,-0.833,-0.543,-26.917,-10.193,0.793
-0.187,-0.861,-0.496,-27.527,-16.296,0.000
-0.167,-0.889,-0.460,-27.893,-19.287,1.648
-0.138,-0.925,-0.446,-27.771,-19.104,3.784
-0.104,-0.944,-0.409,-28.320,-16.418,4.578
-0.099,-0.967,-0.386,-27.100,-10.498,5.554
-0.096,-0.977,-0.376,-24.902,-1.648,7.385
-0.094,-0.984,-0.351,-24.170,3.235,8.118
-0.097,-1.006,-0.322,-22.156,2.319,6.836
-0.100,-1.017,-0.309,-18.127,0.671,4.211
-0.129,-1.000,-0.304,-14.038,0.183,0.610
-0.158,-0.993,-0.315,-9.888,-0.366,-0.732
-0.171,-0.989,-0.318,-8.057,-1.892,0.366
-0.185,-0.986,-0.313,-7.568,-2.686,2.014
-0.189,-0.979,-0.326,-7.874,-2.136,3.479
-0.169,-0.975,-0.334,-9.155,-3.174,4.517
-0.149,-0.980,-0.302,-10.803,-5.981,3.052
-0.138,-1.001,-0.281,-8.667,-7.751,0.793
-0.144,-0.992,-0.307,-3.540,-8.179,-1.587
-0.151,-0.980,-0.331,-0.122,-9.094,-3.418
-0.160,-0.972,-0.352,1.587,-10.437,-4.211
-0.184,-0.965,-0.368,2.380,-9.338,-4.028
-0.187,-0.957,-0.376,2.075,-5.920,-2.075
-0.184,-0.950,-0.380,2.075,-3.601,0.671
-0.160,-0.948,-0.390,1.587,-3.479,4.028
-0.123,-0.958,-0.395,0.854,-4.272,6.226
-0.088,-0.962,-0.394,-0.305,-5.554,5.920
-0.071,-0.961,-0.383,-0.854,-5.493,3.906
-0.065,-0.964,-0.371,-0.366,-4.700,2.014
-0.063,-0.960,-0.383,1.587,-3.479,0.793
-0.067,-0.945,-0.406,3.540,-2.930,-1.221
-0.108,-0.931,-0.419,3.662,-2.747,-2.991
-0.133,-0.940,-0.415,1.648,-3.174,-2.747
-0.132,-0.949,-0.409,0.244,-4.028,-0.854
-0.132,-0.956,-0.402,-0.549,-4.333,0.671
-0.126,-0.960,-0.401,-0.854,-4.333,1.648
-0.114,-0.961,-0.410,-0.977,-3.723,2.625
-0.109,-0.953,-0.410,-1.221,-2.991,2.930
-0.112,-0.951,-0.392,-1.343,-1.831,2.319
-0.132,-0.949,-0.364,-0.732,-1.160,1.404
-0.143,-0.959,-0.356,0.427,-0.671,1.038
-0.140,-0.955,-0.363,1.709,-1.160,1.099
-0.137,-0.953,-0.376,1.709,-2.625,1.099
-0.127,-0.963,-0.378,0.732,-3.784,1.892
-0.126,-0.969,-0.365,-0.305,-3.479,2.747
-0.122,-0.976,-0.360,-0.610,-1.526,3.906
-0.129,-0.978,-0.356,-0.122,0.061,4.639
-0.137,-0.980,-0.355,0.244,0.183,3.845
-0.134,-0.977,-0.366,0.549,-0.671,3.052
-0.130,-0.966,-0.379,0.916,-2.075,1.953
-0.120,-0.962,-0.390,1.160,-2.808,1.282
-0.105,-0.958,-0.401,1.892,-2.136,0.854
-0.089,-0.951,-0.408,2.808,-1.099,0.671
-0.098,-0.934,-0.418,2.869,0.916,0.916
-0.098,-0.932,-0.420,1.404,2.869,1.831
-0.083,-0.942,-0.408,0.366,2.075,3.174
-0.082,-0.943,-0.402,-0.244,0.916,2.441
-0.087,-0.946,-0.407,-0.427,-0.061,0.977
-0.090,-0.951,-0.405,-0.732,-1.465,-0.122
-0.091,-0.957,-0.387,-1.221,-1.953,-1.038
-0.094,-0.966,-0.380,-0.916,-0.732,-1.160
-0.093,-0.971,-0.389,-0.061,0.610,-0.732
-0.091,-0.969,-0.393,0.305,0.793,-0.916
-0.095,-0.964,-0.399,0.488,0.732,-1.160
-0.110,-0.953,-0.404,0.183,0.610,-1.404
-0.124,-0.947,-0.402,-0.427,0.854,-1.038
-0.133,-0.946,-0.389,-1.099,1.770,-0.427
-0.144,-0.951,-0.380,-1.343,3.845,0.122
-0.150,-0.950,-0.377,-1.038,4.517,0.305
-0.149,-0.952,-0.375,-0.671,4.578,0.916
-0.139,-0.956,-0.371,-0.610,4.211,1.221
-0.138,-0.958,-0.361,-0.427,3.601,1.160
-0.135,-0.969,-0.355,-0.427,2.869,0.793
-0.135,-0.969,-0.357,-0.427,1.831,0.427
-0.137,-0.965,-0.368,-0.305,0.366,0.000
-0.137,-0.956,-0.381,0.061,-0.122,-0.061

0.024,-1.090,1.912,67.688,-2.014,-7.874
0.026,-1.206,2.211,77.026,-12.024,-7.507
0.100,-1.385,2.583,89.233,-23.865,-6.836
0.107,-1.516,2.921,112.061,-32.043,-11.169
0.116,-1.609,3.156,141.418,-39.307,-17.212
0.072,-1.519,3.199,178.833,-49.133,-25.146
0.063,-1.289,3.086,217.712,-61.768,-33.691
0.064,-1.082,2.831,252.136,-75.562,-39.917
0.040,-0.832,2.540,276.550,-91.858,-44.983
0.056,-0.525,2.271,292.725,-106.812,-48.218
0.059,-0.197,2.002,309.021,-118.713,-50.171
0.046,0.117,1.685,323.730,-126.953,-49.927
0.071,0.447,1.319,340.027,-131.226,-43.335
0.130,0.703,0.976,353.271,-131.287,-34.485
0.196,0.834,0.574,361.938,-126.160,-26.001
0.307,0.949,0.199,366.455,-110.352,-17.883
0.329,1.000,-0.145,359.192,-82.520,-14.771
0.324,0.953,-0.439,342.651,-55.115,-13.062
0.321,0.851,-0.638,321.167,-33.813,-10.986
0.248,0.711,-0.913,299.011,-19.714,-8.667
0.199,0.640,-1.372,284.180,-19.348,-15.442
0.038,0.526,-1.685,257.263,-34.973,-26.550
-0.028,0.365,-1.824,218.262,-38.330,-22.522
-0.007,0.169,-1.828,177.368,-29.541,-5.920
-0.029,-0.026,-1.843,145.447,-20.264,10.315
-0.027,-0.224,-1.773,116.577,-13.000,16.541
-0.049,-0.335,-1.656,92.529,-8.179,17.517
-0.086,-0.428,-1.563,76.599,-2.441,18.555
-0.092,-0.474,-1.468,65.063,2.136,18.738
-0.073,-0.500,-1.355,53.406,4.028,17.639
-0.057,-0.540,-1.191,37.842,2.869,17.273
-0.040,-0.597,-1.029,22.156,1.343,18.188
-0.028,-0.667,-0.882,8.789,-0.061,19.470
-0.023,-0.740,-0.753,-0.122,-1.221,19.043
-0.027,-0.801,-0.637,-4.333,-2.014,13.794
-0.081,-0.829,-0.578,-3.967,-1.465,8.484
-0.088,-0.890,-0.541,-2.869,-2.136,6.653
-0.073,-0.949,-0.487,-2.625,-7.385,6.470
-0.102,-0.966,-0.446,-3.235,-10.986,4.700
-0.099,-0.988,-0.430,-2.991,-8.789,5.737
-0.123,-0.944,-0.435,-1.953,-6.531,7.446
-0.130,-0.929,-0.424,-3.235,-4.211,9.583
-0.118,-0.962,-0.366,-5.981,-3.967,11.353
-0.091,-0.982,-0.330,-5.493,-4.761,10.864
