1.8, 5.5
6.9, 7.0
8.3, 8.2
8.5, 9.4
8.2, 10.6
8.5, 11.8
8.4, 13.0
8.4, 14.2
8.4, 15.3
8.4, 16.5
8.4, 17.7
8.4, 18.9
8.4, 20.1
