0.0, 5.1
0.0, 5.5
0.0, 5.7
0.0, 5.8
0.0, 5.9
0.0, 6.0
0.0, 6.1
0.0, 6.2
0.0, 6.3
1.6, 6.4
1.6, 6.6
1.6, 6.6
1.6, 6.7
1.6, 6.8
1.6, 6.9
1.6, 7.0
1.6, 7.1
1.6, 7.4
1.6, 7.4
9.1, 7.6
9.1, 7.6
9.1, 7.8
9.1, 7.9
9.1, 7.9
9.1, 8.0
9.1, 8.1
9.1, 8.2
9.1, 8.3
9.1, 8.4
10.9, 8.5
10.9, 8.5
10.9, 8.6
10.9, 8.7
10.9, 8.8
10.9, 8.9
10.9, 9.0
10.9, 9.1
10.9, 9.2
10.9, 9.3
11.5, 9.3
11.5, 9.4
11.5, 9.5
11.5, 9.6
11.5, 9.7
11.5, 9.8
11.5, 9.9
11.5, 10.0
11.5, 10.1
11.5, 10.1
11.1, 10.2
11.1, 10.5
11.1, 10.6
11.1, 10.6
11.1, 10.7
11.1, 10.8
11.1, 10.9
11.1, 11.0
11.1, 11.1
11.1, 11.2
9.9, 11.3
9.9, 11.3
9.9, 11.4
9.9, 11.5
9.9, 11.6
9.9, 11.7
9.9, 11.8
9.9, 11.9
9.9, 12.0
9.9, 12.1
11.0, 12.2
11.0, 12.2
11.0, 12.3
11.0, 12.4
11.0, 12.5
11.0, 12.6
11.0, 12.7
11.0, 12.8
11.0, 12.9
11.0, 12.9
11.5, 13.0
11.5, 13.1
11.5, 13.2
11.5, 13.3
11.5, 13.5
11.5, 13.6
11.5, 13.7
11.5, 13.8
11.5, 13.9
11.5, 13.9
9.8, 14.0
9.8, 14.1
9.8, 14.2
9.8, 14.3
9.8, 14.4
9.8, 14.5
9.8, 14.6
9.8, 14.7
9.8, 14.8
9.8, 14.9
11.2, 14.9
11.2, 15.0
11.2, 15.1
11.2, 15.2
11.2, 15.3
11.2, 15.4
11.2, 15.5
11.2, 15.5
11.2, 15.6
11.2, 15.7
11.7, 15.8
11.7, 15.9
11.7, 16.0
11.7, 16.0
11.7, 16.1
11.7, 16.2
11.7, 16.3
11.7, 16.5
11.7, 16.6
11.7, 16.7
10.2, 16.8
10.2, 16.9
10.2, 17.0
10.2, 17.0
10.2, 17.1
10.2, 17.2
10.2, 17.3
10.2, 17.4
10.2, 17.5
10.2, 17.5
11.6, 17.6
11.6, 17.7
11.6, 17.8
11.6, 17.9
11.6, 18.0
11.6, 18.1
11.6, 18.1
11.6, 18.2
11.6, 18.3
11.6, 18.4
11.8, 18.5
11.8, 18.6
11.8, 18.7
11.8, 18.7
11.8, 18.8
11.8, 18.9
11.8, 19.0
11.8, 19.1
11.8, 19.2
11.8, 19.2
10.0, 19.5
10.0, 19.6
10.0, 19.7
10.0, 19.7
10.0, 19.8
10.0, 19.9
10.0, 20.0
10.0, 20.1
10.0, 20.2
10.0, 20.3
11.1, 20.4
11.1, 20.5
11.1, 20.6
11.1, 20.7
11.1, 20.8
11.1, 20.9
11.1, 21.0
11.1, 21.1
11.1, 21.1
11.1, 21.2
10.6, 21.3
10.6, 21.4
10.6, 21.5
10.6, 21.6
10.6, 21.7
10.6, 21.8
10.6, 21.9
10.6, 21.9
10.6, 22.0
10.6, 22.1
11.3, 22.2
11.3, 22.3
11.3, 22.4
11.3, 22.6
11.3, 22.7
11.3, 22.8
11.3, 22.9
11.3, 22.9
11.3, 23.0
11.3, 23.1
10.0, 23.2
10.0, 23.3
10.0, 23.4
10.0, 23.5
10.0, 23.5
10.0, 23.6
10.0, 23.7
10.0, 23.8
10.0, 23.9
10.0, 24.0
11.6, 24.1
11.6, 24.2
11.6, 24.2
11.6, 24.3
11.6, 24.4
11.6, 24.5
11.6, 24.6
11.6, 24.7
11.6, 24.7
11.6, 24.8
11.7, 24.9
11.7, 25.0
11.7, 25.1
11.7, 25.2
11.7, 25.3
11.7, 25.4
11.7, 25.6
11.7, 25.7
11.7, 25.8
11.7, 25.9
9.5, 26.0
9.5, 26.1
9.5, 26.1
9.5, 26.2
9.5, 26.3
9.5, 26.4
9.5, 26.5
9.5, 26.6
9.5, 26.7
9.5, 26.8
11.1, 26.9
11.1, 27.0
11.1, 27.0
11.1, 27.1
11.1, 27.2
11.1, 27.3
11.1, 27.4
11.1, 27.5
11.1, 27.6
11.1, 27.7
11.3, 27.8
11.3, 27.8
11.3, 27.9
11.3, 28.0
11.3, 28.1
11.3, 28.2
11.3, 28.3
11.3, 28.4
11.3, 28.4
11.3, 28.7
10.0, 28.7
10.0, 28.8
10.0, 28.9
10.0, 29.0
10.0, 29.1
10.0, 29.2
10.0, 29.3
10.0, 29.4
10.0, 29.5
10.0, 29.6
10.5, 29.7
10.5, 29.8
10.5, 29.9
10.5, 30.0
10.5, 30.1
