0.0, 4.4
0.0, 4.9
0.0, 4.9
0.0, 5.0
0.0, 5.1
0.0, 5.2
0.0, 5.3
0.0, 5.4
0.0, 5.5
1.8, 5.5
1.8, 5.6
1.8, 5.7
1.8, 5.8
1.8, 5.9
1.8, 6.0
1.8, 6.1
1.8, 6.3
1.8, 6.3
1.8, 6.4
10.5, 6.5
10.5, 6.6
10.5, 6.7
10.5, 6.7
10.5, 6.8
10.5, 6.9
10.5, 7.0
10.5, 7.0
10.5, 7.1
10.5, 7.2
12.3, 7.3
12.3, 7.4
12.3, 7.5
12.3, 7.6
12.3, 7.6
12.3, 7.7
12.3, 7.8
12.3, 7.9
12.3, 8.0
12.3, 8.1
11.8, 8.2
11.8, 8.3
11.8, 8.4
11.8, 8.4
11.8, 8.5
11.8, 8.6
11.8, 8.7
11.8, 8.8
11.8, 8.8
11.8, 8.9
10.1, 9.1
10.1, 9.2
10.1, 9.3
10.1, 9.4
10.1, 9.5
10.1, 9.6
10.1, 9.6
10.1, 9.7
10.1, 9.8
10.1, 9.9
11.8, 10.0
11.8, 10.1
11.8, 10.2
11.8, 10.2
11.8, 10.3
11.8, 10.4
11.8, 10.5
11.8, 10.6
11.8, 10.6
11.8, 10.7
11.9, 10.8
11.9, 10.9
11.9, 11.0
11.9, 11.1
11.9, 11.2
11.9, 11.2
11.9, 11.3
11.9, 11.4
11.9, 11.5
11.9, 11.6
11.5, 11.7
11.5, 11.8
11.5, 11.9
11.5, 12.1
11.5, 12.1
11.5, 12.2
11.5, 12.3
11.5, 12.4
11.5, 12.5
11.5, 12.6
10.5, 12.6
10.5, 12.7
10.5, 12.8
10.5, 12.9
10.5, 13.0
10.5, 13.1
10.5, 13.2
10.5, 13.2
10.5, 13.3
10.5, 13.4
12.0, 13.5
12.0, 13.6
12.0, 13.6
12.0, 13.7
12.0, 13.8
12.0, 13.9
12.0, 14.0
12.0, 14.1
12.0, 14.1
12.0, 14.2
12.2, 14.3
12.2, 14.4
12.2, 14.5
12.2, 14.5
12.2, 14.6
12.2, 14.7
12.2, 14.9
12.2, 15.0
12.2, 15.1
12.2, 15.2
10.6, 15.2
10.6, 15.3
10.6, 15.4
10.6, 15.5
10.6, 15.6
10.6, 15.6
10.6, 15.7
10.6, 15.8
10.6, 15.9
10.6, 16.0
12.3, 16.1
12.3, 16.1
12.3, 16.2
12.3, 16.3
12.3, 16.4
12.3, 16.5
12.3, 16.6
12.3, 16.6
12.3, 16.7
12.3, 16.8
11.9, 16.9
11.9, 17.0
11.9, 17.1
11.9, 17.2
11.9, 17.2
11.9, 17.3
11.9, 17.4
11.9, 17.5
11.9, 17.6
11.9, 17.8
10.4, 17.9
10.4, 17.9
10.4, 18.0
10.4, 18.1
10.4, 18.2
10.4, 18.3
10.4, 18.4
10.4, 18.5
10.4, 18.5
10.4, 18.6
11.9, 18.7
11.9, 18.8
11.9, 18.9
11.9, 19.0
11.9, 19.0
11.9, 19.1
11.9, 19.2
11.9, 19.3
11.9, 19.4
11.9, 19.5
12.0, 19.5
12.0, 19.6
12.0, 19.7
12.0, 19.8
12.0, 19.9
12.0, 19.9
12.0, 20.0
12.0, 20.1
12.0, 20.2
12.0, 20.3
12.3, 20.3
12.3, 20.5
12.3, 20.6
12.3, 20.7
12.3, 20.8
12.3, 20.9
12.3, 21.0
12.3, 21.1
12.3, 21.1
12.3, 21.2
10.4, 21.3
10.4, 21.4
10.4, 21.5
10.4, 21.6
10.4, 21.7
10.4, 21.8
10.4, 21.8
10.4, 21.9
10.4, 22.0
10.4, 22.1
11.6, 22.2
11.6, 22.3
11.6, 22.3
11.6, 22.4
11.6, 22.5
11.6, 22.6
11.6, 22.7
11.6, 22.8
11.6, 22.9
11.6, 22.9
12.1, 23.0
12.1, 23.1
12.1, 23.2
12.1, 23.3
12.1, 23.5
12.1, 23.6
12.1, 23.6
12.1, 23.7
12.1, 23.8
12.1, 23.9
10.4, 24.0
10.4, 24.0
10.4, 24.1
10.4, 24.2
10.4, 24.3
10.4, 24.4
10.4, 24.4
10.4, 24.5
10.4, 24.6
10.4, 24.7
12.7, 24.7
12.7, 24.8
12.7, 24.9
12.7, 25.0
12.7, 25.1
12.7, 25.2
12.7, 25.2
12.7, 25.3
12.7, 25.4
12.7, 25.5
11.9, 25.6
11.9, 25.7
11.9, 25.7
11.9, 25.8
11.9, 25.9
11.9, 26.0
11.9, 26.1
11.9, 26.3
11.9, 26.4
11.9, 26.5
10.2, 26.6
10.2, 26.6
10.2, 26.7
10.2, 26.8
10.2, 26.9
10.2, 27.0
10.2, 27.0
10.2, 27.1
10.2, 27.2
10.2, 27.3
12.4, 27.4
12.4, 27.5
12.4, 27.5
12.4, 27.6
12.4, 27.7
12.4, 27.8
12.4, 27.9
12.4, 28.0
12.4, 28.0
12.4, 28.1
12.0, 28.2
12.0, 28.3
12.0, 28.4
12.0, 28.4
12.0, 28.5
12.0, 28.6
12.0, 28.7
12.0, 28.8
12.0, 28.9
12.0, 29.0
10.3, 29.2
10.3, 29.3
10.3, 29.3
10.3, 29.4
10.3, 29.5
10.3, 29.6
10.3, 29.7
10.3, 29.7
10.3, 29.8
10.3, 29.9
12.4, 30.0
12.4, 30.1
